2026-04-20 09:47:30 [background-preinit] INFO  o.h.validator.internal.util.Version - HV000001: Hibernate Validator 8.0.3.Final
2026-04-20 10:25:58 [XNIO-1 task-2] INFO  o.d.c.w.i.PlusWebInvokeTimeInterceptor - [PLUS]开始请求 => URL[GET /resource/sse],参数类型[param],参数:[{"Authorization":["Bearer eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJsb2dpblR5cGUiOiJsb2dpbiIsImxvZ2luSWQiOiJzeXNfdXNlcjoxIiwicm5TdHIiOiJndEMzMHA5ZndPNXQxcktQbmg4b2JmRGdZeUhPaUFLdSIsImNsaWVudGlkIjoiZTVjZDdlNDg5MWJmOTVkMWQxOTIwNmNlMjRhN2IzMmUiLCJ0ZW5hbnRJZCI6IjAwMDAwMCIsInVzZXJJZCI6MSwidXNlck5hbWUiOiJhZG1pbiIsImRlcHRJZCI6MTAzLCJkZXB0TmFtZSI6IueglOWPkemDqOmXqCIsImRlcHRDYXRlZ29yeSI6IiJ9.Vdbpww6Kc66M2eKhCAfVPYwrHSTaZimoHdMwBLmqm_Y"],"clientid":["e5cd7e4891bf95d1d19206ce24a7b32e"]}]
2026-04-20 10:25:58 [XNIO-1 task-3] INFO  o.d.c.w.i.PlusWebInvokeTimeInterceptor - [PLUS]结束请求 => URL[GET /auth/tenant/list],耗时:[19]毫秒
2026-04-20 10:26:01 [XNIO-1 task-2] INFO  o.d.c.w.i.PlusWebInvokeTimeInterceptor - [PLUS]开始请求 => URL[GET /knowledge/document/list],参数类型[param],参数:[{"pageSize":["10"],"pageNum":["1"]}]
2026-04-20 10:26:01 [XNIO-1 task-2] INFO  o.d.c.w.i.PlusWebInvokeTimeInterceptor - [PLUS]结束请求 => URL[GET /knowledge/document/list],耗时:[33]毫秒
2026-04-20 10:26:02 [XNIO-1 task-2] INFO  o.d.c.w.i.PlusWebInvokeTimeInterceptor - [PLUS]开始请求 => URL[GET /knowledge/chat/sessions],无参数
2026-04-20 10:26:02 [XNIO-1 task-2] INFO  o.d.c.w.i.PlusWebInvokeTimeInterceptor - [PLUS]结束请求 => URL[GET /knowledge/chat/sessions],耗时:[13]毫秒
2026-04-20 10:26:03 [schedule-pool-2] INFO  o.d.c.sse.core.SseEmitterManager - SSE发送主题订阅消息topic:global:sse session keys:[1] message:上午好，欢迎登录 AI自动化运维系统
2026-04-20 10:26:03 [redisson-3-2] INFO  o.d.c.sse.listener.SseTopicListener - SSE主题订阅收到消息session keys=[1] message=上午好，欢迎登录 AI自动化运维系统
2026-04-20 10:26:14 [XNIO-1 task-2] INFO  o.d.c.w.i.PlusWebInvokeTimeInterceptor - [PLUS]开始请求 => URL[POST /knowledge/chat/session],无参数
2026-04-20 10:26:14 [XNIO-1 task-2] INFO  o.d.c.w.i.PlusWebInvokeTimeInterceptor - [PLUS]结束请求 => URL[POST /knowledge/chat/session],耗时:[24]毫秒
2026-04-20 10:26:14 [XNIO-1 task-2] INFO  o.d.c.w.i.PlusWebInvokeTimeInterceptor - [PLUS]开始请求 => URL[POST /knowledge/chat/send],参数类型[json],参数:[{"sessionId":"2046052795655716865","content":"数据库IP是多少"}]
2026-04-20 10:26:15 [XNIO-1 task-2] INFO  o.d.c.r.aspectj.RateLimiterAspect - 限制令牌 => 10, 剩余令牌 => 9, 缓存key => 'global:rate_limit:/knowledge/chat/send:数据库IP是多少'
2026-04-20 10:26:16 [pool-3-thread-1] INFO  o.d.k.service.impl.KnChatServiceImpl - [知识问答] 查询改写: '数据库IP是多少' → '数据库 IP 数据库地址 数据库服务器 IP 数据库主机 IP 数据库实例 IP 数据库连接 IP 数据库网络地址 数据库位置 数据库主机地址 数据库服务器地址'
2026-04-20 10:26:16 [pool-3-thread-1] INFO  o.d.k.service.impl.KnChatServiceImpl - [知识问答] 向量化完成: 耗时=1501ms, 维度=1024
2026-04-20 10:26:16 [pool-3-thread-1] INFO  o.d.k.service.impl.KnChatServiceImpl - [知识问答] 开始检索: collectionId=4d7aa315-679d-4445-a75b-008de5e8113d, tenantId=000000, query=数据库IP是多少
2026-04-20 10:26:16 [pool-3-thread-1] INFO  o.d.k.s.chroma.ChromaApiService - [Chroma] query 请求体: {"query_embeddings":[[-0.068709046,0.011173108,-0.09673461,0.02605821,-0.08782582,-0.018225899,0.04190843,6.971592E-4,0.0356166,0.008078231,-0.039458517,0.057721537,-0.007062072,0.028600927,0.0179011,0.007437912,0.046734028,0.002686557,0.025501411,-0.03530108,-0.028415328,0.002586797,0.022606054,0.021696616,0.00951199,0.0030879164,-0.00927071,-0.0060737533,0.05174522,-0.092354454,0.04239099,-0.029361887,0.047290828,-0.0022237175,-0.050668743,-0.025130212,-0.031329244,-0.027877089,-0.07713527,0.0016112382,0.007085272,0.032869723,-0.048627146,-0.032275803,0.02609533,-0.05924345,-0.0059020733,-0.027413089,-0.0528217,-0.0180867,-0.04298491,1.6515481E-4,0.05386106,-0.032609884,-0.010477108,0.006008793,-0.041425873,-0.031384926,-0.04443259,-0.025074532,-0.029343328,0.0069646323,-0.023571173,-0.0032595964,-0.0020253577,0.039681233,0.025260132,0.01756702,-0.033909082,-0.03578364,-0.014346864,0.028823648,-0.04446971,-0.011934066,-0.038493395,0.04476667,0.010310069,-0.021696616,-0.0025844772,0.0034521562,0.032999642,-0.031087965,-0.0015880382,-0.004623755,-0.076170154,-0.0032781563,-0.028174048,0.03363068,-0.023849573,-9.610589E-4,0.025909731,-0.05141114,0.009855349,-0.009604789,-0.05478906,-0.024387812,0.0076003117,0.0071548717,0.07965943,-0.0011466587,0.007451832,0.0027538368,-4.483395E-4,-0.013159025,0.04298491,0.0052431943,0.025093092,-0.022142055,-0.020063337,0.015896622,0.023329893,0.04420987,0.020564457,0.022346215,-0.015182063,-0.059206333,-0.0010248588,-0.03409468,-0.04424699,-0.0037746357,0.04424699,-0.01761342,0.059503295,-0.04461819,0.013400305,-0.025557091,-0.0032247964,0.038419157,-0.047624905,0.03517116,-0.016007982,0.032257244,-0.014291184,-0.030791005,-0.028693728,-0.020360297,-0.0013780785,0.068300724,-0.013502385,-0.08411383,0.031589083,-0.0180867,0.022531815,-0.021009896,0.029603167,-0.040943313,0.015451183,0.0360806,-0.06239865,-0.054826178,-0.02663357,0.020397417,0.07810039,0.027357409,0.015803821,-0.03381628,-0.039124437,-0.01832798,0.0347814,-0.012583666,-0.049109705,-0.058649532,-0.04354171,0.024035173,0.03481852,0.0036354358,0.042242512,0.021789415,-0.030920925,0.015015023,0.023886694,-0.015219183,-0.028582368,0.05400954,0.022253415,0.027487328,0.06766968,0.01802174,-0.010950387,-0.05397242,-0.0109782275,0.05452922,0.0020752377,0.02576125,-0.039050195,0.01770622,-0.0042223954,0.011043187,-0.030865245,0.050854344,0.024462052,-0.02707901,0.023051495,-0.024629092,0.016527662,0.010189429,0.01746494,0.029139167,0.051448263,-0.01782686,-0.040757716,0.042687953,0.023738213,0.00895519,-0.02589117,0.018281579,0.0046144747,-0.040906195,9.16979E-4,-0.041314512,-0.043022033,0.016703982,0.013149745,0.04502651,-0.05070586,0.0180403,-0.019951977,0.014950063,-0.007790551,-0.024536293,-0.04298491,0.013381745,-0.0049926345,0.054937538,-0.014012784,-0.04498939,0.002777037,0.07720951,0.0029347967,-0.031719003,-0.011442227,3.514796E-4,-0.013428145,-0.019692138,0.015451183,-0.023793893,-0.03481852,0.02652221,0.032071643,-0.0033384762,-0.03312956,-0.047624905,0.0025427171,-0.022828775,-0.025260132,-0.02745021,0.019376619,-0.0047443947,-0.015265583,0.00877887,-0.00858399,-0.016091501,-0.016536942,0.037992276,0.03513404,-0.0021042377,0.027784288,0.015738862,-0.019209579,-0.0060459133,-0.0038999156,-0.054937538,0.02559421,0.010263668,0.022865893,-0.01800318,-0.048627146,-0.02663357,0.055048898,0.0055494336,-0.030939486,-0.037491158,0.06674168,0.0039254357,-0.004273435,0.004412635,-0.021882216,-0.034020443,0.033556443,0.05070586,0.0037978357,0.014226224,0.03600636,-0.0012980385,0.036470357,-0.041462995,0.052858822,-0.0030136765,-0.029306207,-0.029231967,-0.039458517,-0.021343976,0.060208574,0.001811918,0.027431648,0.023014374,0.003612236,-0.14625263,0.025315812,-0.00930319,0.06588793,0.02674493,0.0061619133,-0.0894591,0.0024359974,-0.028749408,0.02707901,-0.05267322,-0.047179468,-0.041351635,-0.01849502,0.046845388,1.4797233E-4,0.00848191,-0.03563516,-0.012286706,-0.057684414,-0.0050947145,-0.027413089,0.03838204,0.00845407,0.009688309,-0.010115189,0.08233207,0.049146824,0.041945554,-0.015488302,0.042205393,-0.025074532,-0.010152308,0.027728608,0.01800318,0.020248936,0.037732437,-0.05200506,0.023478374,-3.7815957E-4,-0.014124144,0.0176227,0.016444141,0.029194847,-0.0013548784,0.006959992,-0.036581717,-0.06091385,-0.047624905,0.005540154,0.06380921,0.012193906,0.037268437,-0.02680061,-0.048886985,-0.025111651,-0.0039347154,0.060134333,0.0025148771,-0.015404782,-0.025093092,-0.028192608,0.022643175,-0.01685246,0.022773094,-0.04550907,0.047030985,5.211294E-4,0.014643824,-0.03467004,0.030234206,0.063920565,0.0020276776,0.03522684,-0.025241572,-0.042650834,-0.01784542,0.014226224,-0.017529901,-0.07256952,-0.004217755,-5.6549936E-4,0.013019825,0.076170154,-0.023441253,-0.013520945,-0.0039463155,-0.016536942,0.010458549,0.2112868,-0.007238392,-0.028489567,-0.058946494,0.0019163179,0.003510156,-0.024165092,-0.031384926,-7.980791E-4,-0.051930822,0.031384926,0.029454688,-0.014922223,-0.021566696,-3.1986964E-4,0.028378207,0.0025937571,-0.039087314,0.04335611,-0.015089263,0.035876438,0.023645414,0.022791654,0.025482852,0.0013606785,-0.03374204,0.039495636,0.025798371,-0.06143353,0.03639612,-0.009669749,0.008467991,0.023979492,-0.011173108,-0.058909375,0.010532788,0.026893409,-0.020898536,0.030716766,0.008101431,-0.033649243,-0.02796989,-0.08040183,0.024684772,-0.020527337,-3.7003958E-4,-0.021548135,-0.026021091,-0.032405723,-0.020044778,0.023237094,-0.0015822382,-0.027357409,0.020007657,0.027821409,0.005688634,0.001677358,0.012110386,-0.0076652714,0.013808625,0.013901425,0.02665213,-0.010755508,0.010105909,-0.006853272,0.02769149,0.017993899,0.019172458,0.015729582,0.030178526,-0.0015439582,0.025798371,0.020954216,0.033797722,0.019636458,-0.012258866,0.057313215,0.06199033,-0.07000824,0.040609233,-0.042019792,-0.0050390344,-0.010105909,0.043022033,-0.0057675135,-0.0069089523,-0.05582842,0.05593978,-6.965792E-4,-0.02631805,-0.007219832,-0.010291508,-0.016611181,0.05222778,-0.0016785181,0.0019557578,0.011553587,0.004380155,-0.06340089,-0.031570524,-0.030419806,-0.015024303,-0.0025473572,0.007911191,0.0162771,-0.046993867,0.015813103,0.014300464,1.4260734E-4,-0.033315163,0.012212466,0.04272507,0.0020589978,-0.023979492,-0.011395827,0.013019825,0.0012748386,-0.0030020766,-0.010003828,0.066890165,-0.04406139,-0.03699004,0.016295662,-0.050223302,-0.010968948,-0.00878351,-0.015432622,-0.00819887,-0.0051875142,0.073163435,-0.00908047,-0.03604348,0.006240793,-0.02598397,-0.007892631,9.906389E-4,0.030011486,0.022995815,-0.0132147055,0.0059252735,-0.008036471,-0.015970862,-0.01731646,0.022661734,0.028730847,-0.038678996,0.028396768,0.010180148,0.014022064,0.034020443,-0.0086814305,0.004468315,-0.031737566,-0.02750589,-0.020174697,-0.005967033,-0.013029105,0.009586229,0.028396768,-0.01733502,0.0011501387,0.007771991,0.034354523,0.03550524,0.005335994,0.0013815585,0.0013328386,-0.0068439925,0.0065516727,-0.0029811966,-0.021548135,-0.031347804,-0.086786464,0.008351991,0.06380921,-0.007855511,-0.057758655,-0.038901716,0.005317434,-0.03780668,0.034243163,-0.005558714,5.243194E-4,0.00951199,0.002649437,0.021678055,0.018996138,-0.013901425,-0.009238229,0.010282229,0.012657906,0.08455926,-0.02570557,-0.0024197572,-0.0010178989,0.022271974,-0.021845095,0.048367307,9.424989E-4,-0.04521211,0.00890879,-0.028842207,0.0060041533,-0.038493395,0.007094552,0.01716798,0.021084135,0.006825432,0.0067465524,-0.01657406,-0.013465265,0.014254064,-0.043727312,-0.00919183,0.041945554,-0.02696765,0.048812743,-0.01860638,-0.003698076,0.0119526265,0.06243577,0.00881599,0.03452156,-0.04532347,-0.030475486,-0.012138226,0.01753918,-0.028675167,0.031310685,-0.0041643954,-0.013047665,-0.031366363,0.02696765,-0.050408904,-0.0028930367,0.0019453178,0.0074564717,0.0068950322,0.0047513545,-0.012704305,0.0029649567,0.004055355,0.001813078,0.05534586,0.050742984,0.07691255,-0.03455868,-0.016156461,-0.016323501,-0.024146533,-0.018884778,0.023144294,0.010532788,0.0019186379,0.037899476,0.030067166,0.004723515,-0.00870463,-0.07179,-0.008041111,-0.012973425,0.045806028,-0.024573412,-5.008294E-4,-0.029510366,-0.008389111,0.010328628,0.018225899,-0.022420455,-0.02622525,0.016434861,-0.0173907,-0.040794834,-2.522997E-4,0.024870371,0.0058324733,0.009846069,-0.043838672,-2.0575477E-4,0.00904799,-0.09331957,0.013465265,0.012713586,-0.007127032,5.6694937E-4,0.05441786,0.017993899,-0.020415977,-0.03461436,-0.016657582,-0.015079983,0.0031134365,-0.0356166,0.00906191,0.0013757584,0.005192154,0.045137867,0.03687868,-0.00883455,0.032238685,-0.0064727925,0.00876959,-0.014875824,-0.014773743,-0.042205393,0.02769149,0.020230377,-0.049889226,0.014124144,0.028433887,-0.02698621,-0.0063243126,0.023552613,0.06971128,0.013437425,-0.007048152,0.059651773,-0.0031714365,0.014866543,-0.031551965,-0.00913151,0.028712288,-0.015506863,0.046325706,0.046993867,-0.014170544,-0.033315163,0.011108148,-0.01848574,0.032015964,-0.032201562,-3.456796E-4,-0.0074796714,0.0022039975,0.010764788,0.005164314,0.04239099,-0.047810506,0.033166684,0.05441786,0.03827068,-0.0076745516,0.00895983,-0.016110063,-0.02700477,-0.004465995,0.02709757,0.016676141,0.011785586,-0.029213406,-0.0065145525,-0.019376619,-0.00921503,-0.010746228,-0.034373082,0.015089263,-0.012639346,-0.0016564782,0.037936598,0.041500114,-0.024814691,0.023534054,0.030419806,0.0049694343,0.010467828,-0.018587818,0.004271115,0.0019777978,-0.0031714365,-0.022995815,-0.0182723,0.040089555,0.060839612,0.025204452,-0.047996107,0.025538532,-0.0054334337,0.029900126,-0.013168305,-0.0038813555,-0.016731821,-0.019506538,0.013010546,-0.020286057,-0.013493105,-0.00908047,-0.049480904,-0.050260425,-0.033686362,0.023923812,-0.0032572763,-0.036804438,-0.015079983,0.051930822,-0.13081074,0.005368474,-0.016527662,0.01751134,0.018281579,-0.0049833544,-0.009586229,-0.064588726,0.025427172,-0.021659495,-0.03615484,0.004584315,-0.006217593,-0.055271618,0.019283818,0.011804147,0.00951199,-0.0074889516,-0.01690814,-0.012073266,0.022773094,0.008152471,0.04550907,0.016193582,0.015349103,-0.048404425,0.021919336,0.022216296,-0.0064681526,-0.013437425,0.047662027,-0.021195496,0.01784542,0.04413563,0.048255946,0.0118969465,0.010263668,-0.032164443,-8.105491E-5,0.031811804,-0.012249586,0.00927999,-0.042910673,0.002500957,0.023942374,-0.020694377,0.02733885,0.0010834388,-0.015321263,0.019487979,-0.013455985,0.027190369,0.0069367923,0.020879976,0.029528927,-0.06429177,-0.050186183,0.0174371,0.01765982,0.01868062,-0.033890523,0.00880671,-0.024480613,-0.011247347,0.03630332,-0.0122959865,0.007048152,0.022624614,-0.031347804,0.014346864,-0.02633661,-0.032294363,0.011108148,-0.037491158,0.004510075,0.013548785,0.030883806,0.00875103,-0.060468413,-0.010885428,-0.040089555,0.012741426,0.028767968,0.02767293,-0.0076745516,0.0064217527,0.0014720383,0.011135987,-0.033166684,-0.019228138,-0.027877089,-0.04491515,-0.031496283,0.025371492,-0.019450858,0.02709757,-0.02551997,-0.018829098,0.030995166,0.003660956,-0.0054473537,-0.015590383,-0.0030484765,0.028935008,-0.0037491159,0.028675167,0.055791296,-0.012036147,0.0067187124,0.0347814,0.0351526,-0.006041273,0.015729582,0.03613628,-0.012425906,-7.864791E-4,0.0023176775,0.035059802,0.005317434,0.00927071,0.010764788,0.0028095169,-0.02785853,-0.028656607,0.024888933,0.010356468,0.0065795127,0.019432299,-0.031533405,0.01770622,0.0104028685,0.004503115,-0.01872702,0.014792304,0.0325542,0.019766377,-0.030030046,0.043133393,-0.03465148,-0.0110339075,-0.0076374314,-0.016193582,-0.011859827,-0.030902365,0.009405269,0.014755183,0.0042386353,-0.034020443,0.032498524,-0.013465265,-0.023496933,-0.036470357,-0.048515785,0.060691133,-0.029695967,0.023905253,-0.027431648,-0.041611474,0.015293423,-0.019450858,-0.013251825,-0.03244284,0.020824296,-0.024666212,-0.034967,-0.013372465,-0.02594685,0.009901749,-0.013326065,-0.014513903,-0.05297018,-0.0113215875,0.011108148,-0.012156786,0.04287355,-0.02676349,-0.025204452,-0.0176691,0.055568576,0.03530108,0.005206074,-0.004199195,0.060134333,0.013957105,0.011191667,0.022903014,-0.0141334245,0.024220772,0.0065563126,0.049035463,4.6747946E-4,0.013493105,-0.0057257535,0.013029105,-0.0018954378,0.0075771115,0.00851903,0.042799313,-0.00918719,0.012203186,-0.06421753,0.015980141,-0.01704734,-0.02644797,-0.021770855,-0.012073266,0.012806386,0.0018385979,0.009818229,0.04335611,0.050074823,5.083694E-4,-0.02745021,0.009827509,0.0029835165,-0.059391934,-0.007238392,-0.0057953536,-0.0049137543,-0.011488627,0.008296311,0.018949738,-0.029658847,0.022828775,-0.060802493,0.011562867,0.030141406,7.481992E-4,0.0064078327,-0.065516725,0.005076154,-0.050074823,-0.031978846,0.04647419,0.016304942,0.0024058372,-0.019933417,-0.012258866,-0.0056097535,-0.023775334,0.02592829,0.0357094,0.0660364,-0.015284142]],"n_results":5,"include":["documents","metadatas"],"where":{"tenant_id":"000000"}}
2026-04-20 10:26:16 [pool-3-thread-1] INFO  o.d.k.s.chroma.ChromaApiService - [Chroma] query 响应 (status=200): {"ids":[["2045778425159868418_4","2045778425159868418_1","2045778425159868418_2","2045778425159868418_3","2045778425159868418_34"]],"embeddings":null,"documents":[["sql从服务器 | mysql |\n| 172.31.68.9 | mysql主服务器 | mysql |\n| 172.31.68.59 | Elasticsearch服务器 | elasticsearch |\n| 172.31.68.65 | Elasticsearch服务器 | elasticsearch |\n| 172.31.68.46 | Elasticsearch服务器 | elasticsearch |\n| 172.31.68.76 | 业务应用服务器（用于部署访客、坐席等业务应用微服务） | im.jar、csplat.jar、visitor.jar |\n| 172.31.68.47 | 业务应用服务器（用于部署访客、坐席等业务应用微服...
2026-04-20 10:26:16 [pool-3-thread-1] INFO  o.d.k.service.impl.KnChatServiceImpl - [知识问答] 检索到 5 条相关文档
2026-04-20 10:26:23 [XNIO-1 task-3] INFO  o.d.c.w.i.PlusWebInvokeTimeInterceptor - [PLUS]开始请求 => URL[GET /knowledge/chat/messages/2046052795655716865],无参数
2026-04-20 10:26:23 [XNIO-1 task-4] INFO  o.d.c.w.i.PlusWebInvokeTimeInterceptor - [PLUS]开始请求 => URL[GET /knowledge/chat/sessions],无参数
2026-04-20 10:26:23 [XNIO-1 task-4] INFO  o.d.c.w.i.PlusWebInvokeTimeInterceptor - [PLUS]结束请求 => URL[GET /knowledge/chat/sessions],耗时:[7]毫秒
2026-04-20 10:26:23 [XNIO-1 task-3] INFO  o.d.c.w.i.PlusWebInvokeTimeInterceptor - [PLUS]结束请求 => URL[GET /knowledge/chat/messages/2046052795655716865],耗时:[22]毫秒
2026-04-20 10:42:02 [background-preinit] INFO  o.h.validator.internal.util.Version - HV000001: Hibernate Validator 8.0.3.Final
2026-04-20 10:42:03 [main] INFO  org.dromara.DromaraApplication - Starting DromaraApplication using Java 17.0.15 with PID 85963 (/Users/jun/IdeaProjects/ruoyi/RuoYi-Vue-Plus/ruoyi-admin/target/ruoyi-admin.jar started by jun in /Users/jun/IdeaProjects/ruoyi)
2026-04-20 10:42:03 [main] INFO  org.dromara.DromaraApplication - The following 1 profile is active: "dev"
2026-04-20 10:42:05 [main] INFO  io.undertow.servlet - Initializing Spring embedded WebApplicationContext
2026-04-20 10:42:05 [main] INFO  c.b.d.d.DynamicRoutingDataSource - dynamic-datasource detect P6SPY plugin and enabled it
2026-04-20 10:42:05 [main] INFO  com.zaxxer.hikari.HikariDataSource - master - Starting...
2026-04-20 10:42:05 [main] INFO  com.zaxxer.hikari.pool.HikariPool - master - Added connection com.mysql.cj.jdbc.ConnectionImpl@73e0c775
2026-04-20 10:42:05 [main] INFO  com.zaxxer.hikari.HikariDataSource - master - Start completed.
2026-04-20 10:42:05 [main] INFO  c.b.d.d.DynamicRoutingDataSource - dynamic-datasource - add a datasource named [master] success
2026-04-20 10:42:05 [main] INFO  c.b.d.d.DynamicRoutingDataSource - dynamic-datasource initial loaded [1] datasource,primary datasource named [master]
2026-04-20 10:42:06 [main] INFO  o.d.common.redis.config.RedisConfig - 初始化 redis 配置
2026-04-20 10:42:06 [main] INFO  org.redisson.Version - Redisson 3.52.0
2026-04-20 10:42:06 [redisson-netty-1-6] INFO  o.r.connection.ConnectionsHolder - 1 connections initialized for localhost/127.0.0.1:6379
2026-04-20 10:42:06 [redisson-netty-1-4] INFO  o.r.connection.ConnectionsHolder - 8 connections initialized for localhost/127.0.0.1:6379
2026-04-20 10:42:07 [main] INFO  o.d.common.json.config.JacksonConfig - 初始化 jackson 配置
2026-04-20 10:42:07 [main] INFO  o.d.k.s.chroma.ChromaApiService - Chroma Collection 已存在: name=knowledge_base, id=4d7aa315-679d-4445-a75b-008de5e8113d
2026-04-20 10:42:07 [main] INFO  c.a.s.c.j.c.e.b.AbstractScriptExecutor$SnailFileUtils - [FileUtils] [workspace] use user.home as workspace: /Users/jun/snailJob/worker
2026-04-20 10:42:07 [main] INFO  c.a.s.c.j.c.e.b.AbstractScriptExecutor$SnailFileUtils - [FileUtils] [workspace] use user.home as workspace: /Users/jun/snailJob/worker
2026-04-20 10:42:07 [main] INFO  c.a.s.c.j.c.e.b.AbstractScriptExecutor$SnailFileUtils - [FileUtils] [workspace] use user.home as workspace: /Users/jun/snailJob/worker
2026-04-20 10:42:07 [main] INFO  c.a.s.c.s.SnailJobClientJobCoreAutoConfiguration - Snail-Job 客户端IP为: 192.168.0.180
2026-04-20 10:42:07 [main] INFO  c.b.m.e.s.MybatisPlusApplicationContextAware - Register ApplicationContext instances org.springframework.boot.web.servlet.context.AnnotationConfigServletWebServerApplicationContext@35e478f
2026-04-20 10:42:09 [main] INFO  o.d.w.p.modes.sb.config.BeanConfig - 【warm-flow】，加载完成
2026-04-20 10:42:09 [main] INFO  io.undertow - starting server: Undertow - 2.3.23.Final
2026-04-20 10:42:09 [main] INFO  org.xnio - XNIO version 3.8.16.Final
2026-04-20 10:42:09 [main] INFO  org.xnio.nio - XNIO NIO Implementation Version 3.8.16.Final
2026-04-20 10:42:09 [main] INFO  org.jboss.threads - JBoss Threads version 3.7.0.Final
2026-04-20 10:42:09 [main] INFO  org.dromara.DromaraApplication - Started DromaraApplication in 7.378 seconds (process running for 7.727)
2026-04-20 10:42:09 [main] INFO  o.d.c.sse.listener.SseTopicListener - 初始化SSE主题订阅监听器成功
2026-04-20 10:42:10 [main] INFO  o.d.s.runner.SystemApplicationRunner - 初始化OSS配置成功
2026-04-20 10:42:10 [main] INFO  c.a.s.c.c.init.SnailJobStartListener - snail-job client is preparing to start... v1.9.0
2026-04-20 10:42:10 [main] INFO  c.a.s.c.c.r.c.g.SnailJobGrpcClient - gRPC client started connect to server
2026-04-20 10:42:10 [main] INFO  c.a.s.c.c.rpc.server.SnailGrpcServer - ------> snail-job remoting server start success, grpc = com.aizuda.snailjob.client.common.rpc.server.SnailGrpcServer, port = 28080
2026-04-20 10:42:10 [main] INFO  c.a.s.c.c.init.SnailJobStartListener - snail-job client started successfully v1.9.0
2026-04-20 10:42:48 [XNIO-1 task-2] INFO  io.undertow.servlet - Initializing Spring DispatcherServlet 'dispatcherServlet'
2026-04-20 10:42:48 [XNIO-1 task-2] INFO  o.d.c.w.i.PlusWebInvokeTimeInterceptor - [PLUS]开始请求 => URL[GET /],无参数
2026-04-20 10:42:48 [XNIO-1 task-2] INFO  o.d.c.w.i.PlusWebInvokeTimeInterceptor - [PLUS]结束请求 => URL[GET /],耗时:[14]毫秒
